"","Client ID","Cluster Number"
"14922",64922,4
"14923",64923,6
"14924",64924,5
"14925",64925,2
"14926",64926,6
"14927",64927,7
"14928",64928,2
"14929",64929,6
"14930",64930,5
"14931",64931,2
"14932",64932,6
"14933",64933,8
"14934",64934,7
"14935",64935,3
"14936",64936,6
"14937",64937,4
"14938",64938,4
"14939",64939,6
"14940",64940,8
"14941",64941,2
"14942",64942,1
"14943",64943,2
"14944",64944,4
"14945",64945,2
"14946",64946,2
"14947",64947,5
"14948",64948,3
"14949",64949,7
"14950",64950,2
"14951",64951,5
"14952",64952,4
"14953",64953,4
"14954",64954,8
"14955",64955,2
"14956",64956,2
"14957",64957,7
"14958",64958,4
"14959",64959,2
"14960",64960,7
"14961",64961,6
"14962",64962,2
"14963",64963,3
"14964",64964,3
"14965",64965,1
"14966",64966,7
"14967",64967,8
"14968",64968,2
"14969",64969,1
"14970",64970,7
"14971",64971,2
"14972",64972,4
"14973",64973,7
"14974",64974,4
"14975",64975,5
"14976",64976,5
"14977",64977,2
"14978",64978,6
"14979",64979,2
"14980",64980,4
"14981",64981,2
"14982",64982,7
"14983",64983,5
"14984",64984,7
"14985",64985,7
"14986",64986,2
"14987",64987,3
"14988",64988,7
"14989",64989,7
"14990",64990,7
"14991",64991,3
"14992",64992,4
"14993",64993,6
"14994",64994,5
"14995",64995,6
"14996",64996,7
"14997",64997,7
"14998",64998,4
"14999",64999,2
"15000",65000,2
"15001",65001,3
"15002",65002,7
"15003",65003,7
"15004",65004,4
"15005",65005,3
"15006",65006,7
"15007",65007,8
"15008",65008,2
"15009",65009,2
"15010",65010,3
"15011",65011,3
"15012",65012,3
"15013",65013,2
"15014",65014,2
"15015",65015,2
"15016",65016,2
"15017",65017,4
"15018",65018,3
"15019",65019,2
"15020",65020,7
"15021",65021,2
"15022",65022,7
"15023",65023,7
"15024",65024,8
"15025",65025,1
"15026",65026,8
"15027",65027,7
"15028",65028,7
"15029",65029,2
"15030",65030,2
"15031",65031,7
"15032",65032,3
"15033",65033,5
"15034",65034,2
"15035",65035,6
"15036",65036,2
"15037",65037,4
"15038",65038,4
"15039",65039,2
"15040",65040,7
"15041",65041,7
"15042",65042,4
"15043",65043,2
"15044",65044,8
"15045",65045,3
"15046",65046,3
"15047",65047,5
"15048",65048,7
"15049",65049,1
"15050",65050,7
"15051",65051,5
"15052",65052,2
"15053",65053,2
"15054",65054,2
"15055",65055,2
"15056",65056,4
"15057",65057,3
"15058",65058,6
"15059",65059,6
"15060",65060,2
"15061",65061,4
"15062",65062,4
"15063",65063,2
"15064",65064,7
"15065",65065,6
"15066",65066,6
"15067",65067,2
"15068",65068,2
"15069",65069,8
"15070",65070,4
"15071",65071,3
"15072",65072,4
"15073",65073,2
"15074",65074,3
"15075",65075,5
"15076",65076,7
"15077",65077,7
"15078",65078,4
"15079",65079,7
"15080",65080,3
"15081",65081,2
"15082",65082,3
"15083",65083,4
"15084",65084,7
"15085",65085,3
"15086",65086,2
"15087",65087,8
"15088",65088,2
"15089",65089,6
"15090",65090,3
"15091",65091,6
"15092",65092,3
"15093",65093,3
"15094",65094,5
"15095",65095,3
"15096",65096,4
"15097",65097,2
"15098",65098,2
"15099",65099,4
"15100",65100,4
"15101",65101,2
"15102",65102,2
"15103",65103,7
"15104",65104,7
"15105",65105,2
"15106",65106,7
"15107",65107,7
"15108",65108,4
"15109",65109,5
"15110",65110,5
"15111",65111,2
"15112",65112,7
"15113",65113,2
"15114",65114,3
"15115",65115,4
"15116",65116,5
"15117",65117,1
"15118",65118,2
"15119",65119,7
"15120",65120,2
"15121",65121,2
"15122",65122,3
"15123",65123,7
"15124",65124,7
"15125",65125,6
"15126",65126,4
"15127",65127,2
"15128",65128,6
"15129",65129,2
"15130",65130,6
"15131",65131,2
"15132",65132,5
"15133",65133,1
"15134",65134,5
"15135",65135,4
"15136",65136,2
"15137",65137,3
"15138",65138,2
"15139",65139,2
"15140",65140,7
"15141",65141,4
"15142",65142,5
"15143",65143,7
"15144",65144,2
"15145",65145,2
"15146",65146,2
"15147",65147,2
"15148",65148,6
"15149",65149,7
"15150",65150,5
"15151",65151,3
"15152",65152,2
"15153",65153,2
"15154",65154,7
"15155",65155,2
"15156",65156,6
"15157",65157,8
"15158",65158,6
"15159",65159,6
"15160",65160,2
"15161",65161,7
"15162",65162,5
"15163",65163,2
"15164",65164,3
"15165",65165,4
"15166",65166,6
"15167",65167,7
"15168",65168,4
"15169",65169,7
"15170",65170,6
"15171",65171,6
"15172",65172,4
"15173",65173,7
"15174",65174,2
"15175",65175,3
"15176",65176,6
"15177",65177,4
"15178",65178,1
"15179",65179,7
"15180",65180,7
"15181",65181,2
"15182",65182,2
"15183",65183,6
"15184",65184,2
"15185",65185,4
"15186",65186,8
"15187",65187,6
"15188",65188,3
"15189",65189,2
"15190",65190,4
"15191",65191,2
"15192",65192,6
"15193",65193,2
"15194",65194,4
"15195",65195,2
"15196",65196,2
"15197",65197,7
"15198",65198,2
"15199",65199,4
"15200",65200,7
"15201",65201,2
"15202",65202,3
"15203",65203,2
"15204",65204,2
"15205",65205,2
"15206",65206,8
"15207",65207,1
"15208",65208,7
"15209",65209,3
"15210",65210,7
"15211",65211,2
"15212",65212,7
"15213",65213,7
"15214",65214,5
"15215",65215,8
"15216",65216,7
"15217",65217,2
"15218",65218,2
"15219",65219,3
"15220",65220,6
"15221",65221,7
"15222",65222,7
"15223",65223,2
"15224",65224,2
"15225",65225,3
"15226",65226,2
"15227",65227,4
"15228",65228,6
"15229",65229,2
"15230",65230,6
"15231",65231,7
"15232",65232,2
"15233",65233,8
"15234",65234,1
"15235",65235,7
"15236",65236,5
"15237",65237,2
"15238",65238,8
"15239",65239,2
"15240",65240,7
"15241",65241,8
"15242",65242,2
"15243",65243,7
"15244",65244,2
"15245",65245,3
"15246",65246,4
"15247",65247,7
"15248",65248,3
"15249",65249,5
"15250",65250,2
"15251",65251,2
"15252",65252,5
"15253",65253,7
"15254",65254,3
"15255",65255,3
"15256",65256,3
"15257",65257,3
"15258",65258,2
"15259",65259,7
"15260",65260,5
"15261",65261,2
"15262",65262,4
"15263",65263,3
"15264",65264,4
"15265",65265,6
"15266",65266,8
"15267",65267,2
"15268",65268,8
"15269",65269,4
"15270",65270,6
"15271",65271,4
"15272",65272,2
"15273",65273,4
"15274",65274,2
"15275",65275,5
"15276",65276,7
"15277",65277,2
"15278",65278,2
"15279",65279,2
"15280",65280,6
"15281",65281,2
"15282",65282,2
"15283",65283,6
"15284",65284,2
"15285",65285,2
"15286",65286,1
"15287",65287,7
"15288",65288,2
"15289",65289,3
"15290",65290,2
"15291",65291,7
"15292",65292,4
"15293",65293,3
"15294",65294,3
"15295",65295,2
"15296",65296,7
"15297",65297,7
"15298",65298,2
"15299",65299,1
"15300",65300,3
"15301",65301,2
"15302",65302,4
"15303",65303,3
"15304",65304,2
"15305",65305,7
"15306",65306,3
"15307",65307,6
"15308",65308,4
"15309",65309,2
"15310",65310,7
"15311",65311,8
"15312",65312,2
"15313",65313,7
"15314",65314,6
"15315",65315,8
"15316",65316,7
"15317",65317,3
"15318",65318,7
"15319",65319,2
"15320",65320,7
"15321",65321,2
"15322",65322,7
"15323",65323,4
"15324",65324,2
"15325",65325,6
"15326",65326,4
"15327",65327,7
"15328",65328,2
"15329",65329,3
"15330",65330,3
"15331",65331,7
"15332",65332,2
"15333",65333,2
"15334",65334,5
"15335",65335,2
"15336",65336,6
"15337",65337,7
"15338",65338,7
"15339",65339,6
"15340",65340,3
"15341",65341,4
"15342",65342,5
"15343",65343,2
"15344",65344,2
"15345",65345,7
"15346",65346,2
"15347",65347,5
"15348",65348,2
"15349",65349,5
"15350",65350,7
"15351",65351,7
"15352",65352,4
"15353",65353,2
"15354",65354,2
"15355",65355,7
"15356",65356,2
"15357",65357,2
"15358",65358,2
"15359",65359,5
"15360",65360,2
"15361",65361,7
"15362",65362,6
"15363",65363,7
"15364",65364,4
"15365",65365,3
"15366",65366,4
"15367",65367,1
"15368",65368,2
"15369",65369,4
"15370",65370,7
"15371",65371,2
"15372",65372,1
"15373",65373,2
"15374",65374,7
"15375",65375,2
"15376",65376,7
"15377",65377,3
"15378",65378,4
"15379",65379,6
"15380",65380,3
"15381",65381,6
"15382",65382,2
"15383",65383,2
"15384",65384,2
"15385",65385,5
"15386",65386,6
"15387",65387,1
"15388",65388,2
"15389",65389,8
"15390",65390,2
"15391",65391,1
"15392",65392,7
"15393",65393,7
"15394",65394,2
"15395",65395,7
"15396",65396,7
"15397",65397,2
"15398",65398,1
"15399",65399,3
"15400",65400,3
"15401",65401,6
"15402",65402,4
"15403",65403,2
"15404",65404,6
"15405",65405,2
"15406",65406,5
"15407",65407,6
"15408",65408,7
"15409",65409,6
"15410",65410,6
"15411",65411,3
"15412",65412,7
"15413",65413,4
"15414",65414,6
"15415",65415,1
"15416",65416,2
"15417",65417,2
"15418",65418,4
"15419",65419,2
"15420",65420,7
"15421",65421,5
"15422",65422,6
"15423",65423,2
"15424",65424,1
"15425",65425,2
"15426",65426,3
"15427",65427,2
"15428",65428,8
"15429",65429,5
"15430",65430,6
"15431",65431,7
"15432",65432,5
"15433",65433,2
"15434",65434,7
"15435",65435,4
"15436",65436,4
"15437",65437,7
"15438",65438,5
"15439",65439,2
"15440",65440,7
"15441",65441,2
"15442",65442,8
"15443",65443,2
"15444",65444,2
"15445",65445,3
"15446",65446,5
"15447",65447,7
"15448",65448,8
"15449",65449,7
"15450",65450,2
"15451",65451,5
"15452",65452,7
"15453",65453,8
"15454",65454,1
"15455",65455,5
"15456",65456,7
"15457",65457,6
"15458",65458,2
"15459",65459,1
"15460",65460,7
"15461",65461,2
"15462",65462,5
"15463",65463,8
"15464",65464,3
"15465",65465,7
"15466",65466,8
"15467",65467,7
"15468",65468,2
"15469",65469,2
"15470",65470,2
"15471",65471,4
"15472",65472,5
"15473",65473,1
"15474",65474,6
"15475",65475,4
"15476",65476,3
"15477",65477,2
"15478",65478,7
"15479",65479,7
"15480",65480,4
"15481",65481,2
"15482",65482,6
"15483",65483,2
"15484",65484,7
"15485",65485,4
"15486",65486,2
"15487",65487,7
"15488",65488,5
"15489",65489,7
"15490",65490,7
"15491",65491,3
"15492",65492,7
"15493",65493,2
"15494",65494,2
"15495",65495,2
"15496",65496,6
"15497",65497,2
"15498",65498,7
"15499",65499,3
"15500",65500,7
"15501",65501,4
"15502",65502,7
"15503",65503,7
"15504",65504,2
"15505",65505,3
"15506",65506,7
"15507",65507,7
"15508",65508,3
"15509",65509,2
"15510",65510,2
"15511",65511,3
"15512",65512,7
"15513",65513,7
"15514",65514,2
"15515",65515,7
"15516",65516,7
"15517",65517,7
"15518",65518,3
"15519",65519,2
"15520",65520,7
"15521",65521,2
"15522",65522,3
"15523",65523,7
"15524",65524,7
"15525",65525,5
"15526",65526,7
"15527",65527,5
"15528",65528,3
"15529",65529,7
"15530",65530,3
"15531",65531,6
"15532",65532,2
"15533",65533,2
"15534",65534,7
"15535",65535,4
"15536",65536,4
"15537",65537,5
"15538",65538,1
"15539",65539,2
"15540",65540,2
"15541",65541,2
"15542",65542,2
"15543",65543,7
"15544",65544,6
"15545",65545,2
"15546",65546,7
"15547",65547,2
"15548",65548,5
"15549",65549,2
"15550",65550,2
"15551",65551,7
"15552",65552,3
"15553",65553,6
"15554",65554,2
"15555",65555,7
"15556",65556,2
"15557",65557,8
"15558",65558,6
"15559",65559,4
"15560",65560,7
"15561",65561,6
"15562",65562,5
"15563",65563,6
"15564",65564,6
"15565",65565,4
"15566",65566,2
"15567",65567,3
"15568",65568,3
"15569",65569,7
"15570",65570,3
"15571",65571,5
"15572",65572,1
"15573",65573,6
"15574",65574,5
"15575",65575,7
"15576",65576,8
"15577",65577,8
"15578",65578,5
"15579",65579,4
"15580",65580,4
"15581",65581,2
"15582",65582,6
"15583",65583,2
"15584",65584,3
"15585",65585,3
"15586",65586,2
"15587",65587,1
"15588",65588,7
"15589",65589,7
"15590",65590,8
"15591",65591,4
"15592",65592,2
"15593",65593,7
"15594",65594,7
"15595",65595,2
"15596",65596,3
"15597",65597,4
"15598",65598,7
"15599",65599,7
"15600",65600,6
"15601",65601,4
"15602",65602,7
"15603",65603,7
"15604",65604,5
"15605",65605,7
"15606",65606,7
"15607",65607,6
"15608",65608,3
"15609",65609,2
"15610",65610,7
"15611",65611,4
"15612",65612,6
"15613",65613,3
"15614",65614,3
"15615",65615,2
"15616",65616,6
"15617",65617,2
"15618",65618,2
"15619",65619,2
"15620",65620,8
"15621",65621,7
"15622",65622,1
"15623",65623,3
"15624",65624,5
"15625",65625,8
"15626",65626,7
"15627",65627,7
"15628",65628,3
"15629",65629,2
"15630",65630,2
"15631",65631,3
"15632",65632,2
"15633",65633,7
"15634",65634,6
"15635",65635,7
"15636",65636,6
"15637",65637,6
"15638",65638,3
"15639",65639,7
"15640",65640,5
"15641",65641,2
"15642",65642,6
"15643",65643,8
"15644",65644,7
"15645",65645,7
"15646",65646,5
"15647",65647,2
"15648",65648,6
"15649",65649,6
"15650",65650,2
"15651",65651,2
"15652",65652,4
"15653",65653,2
"15654",65654,7
"15655",65655,7
"15656",65656,2
"15657",65657,2
"15658",65658,6
"15659",65659,7
"15660",65660,7
"15661",65661,4
"15662",65662,7
"15663",65663,2
"15664",65664,8
"15665",65665,2
"15666",65666,2
"15667",65667,6
"15668",65668,6
"15669",65669,3
"15670",65670,7
"15671",65671,7
"15672",65672,8
"15673",65673,4
"15674",65674,2
"15675",65675,8
"15676",65676,2
"15677",65677,2
"15678",65678,6
"15679",65679,2
"15680",65680,5
"15681",65681,2
"15682",65682,3
"15683",65683,4
"15684",65684,3
"15685",65685,7
"15686",65686,2
"15687",65687,3
"15688",65688,3
"15689",65689,2
"15690",65690,2
"15691",65691,7
"15692",65692,1
"15693",65693,6
"15694",65694,4
"15695",65695,2
"15696",65696,7
"15697",65697,2
"15698",65698,8
"15699",65699,4
"15700",65700,3
"15701",65701,7
"15702",65702,8
"15703",65703,6
"15704",65704,5
"15705",65705,4
"15706",65706,7
"15707",65707,3
"15708",65708,6
"15709",65709,4
"15710",65710,5
"15711",65711,7
"15712",65712,2
"15713",65713,7
"15714",65714,6
"15715",65715,2
"15716",65716,7
"15717",65717,2
"15718",65718,3
"15719",65719,7
"15720",65720,2
"15721",65721,2
"15722",65722,6
"15723",65723,7
"15724",65724,4
"15725",65725,2
"15726",65726,6
"15727",65727,5
"15728",65728,3
"15729",65729,5
"15730",65730,2
"15731",65731,2
"15732",65732,7
"15733",65733,7
"15734",65734,2
"15735",65735,7
"15736",65736,5
"15737",65737,3
"15738",65738,5
"15739",65739,2
"15740",65740,8
"15741",65741,5
"15742",65742,7
"15743",65743,7
"15744",65744,7
"15745",65745,6
"15746",65746,1
"15747",65747,7
"15748",65748,7
"15749",65749,7
"15750",65750,8
"15751",65751,2
"15752",65752,7
"15753",65753,1
"15754",65754,2
"15755",65755,4
"15756",65756,6
"15757",65757,2
"15758",65758,3
"15759",65759,6
"15760",65760,3
"15761",65761,4
"15762",65762,7
"15763",65763,7
"15764",65764,3
"15765",65765,8
"15766",65766,4
"15767",65767,7
"15768",65768,2
"15769",65769,3
"15770",65770,7
"15771",65771,7
"15772",65772,3
"15773",65773,2
"15774",65774,2
"15775",65775,2
"15776",65776,8
"15777",65777,7
"15778",65778,1
"15779",65779,2
"15780",65780,2
"15781",65781,7
"15782",65782,2
"15783",65783,7
"15784",65784,4
"15785",65785,3
"15786",65786,7
"15787",65787,3
"15788",65788,2
"15789",65789,5
"15790",65790,4
"15791",65791,2
"15792",65792,2
"15793",65793,2
"15794",65794,5
"15795",65795,2
"15796",65796,3
"15797",65797,5
"15798",65798,7
"15799",65799,1
"15800",65800,3
"15801",65801,2
"15802",65802,7
"15803",65803,6
"15804",65804,2
"15805",65805,3
"15806",65806,1
"15807",65807,5
"15808",65808,4
"15809",65809,7
"15810",65810,3
"15811",65811,7
"15812",65812,4
"15813",65813,2
"15814",65814,6
"15815",65815,1
"15816",65816,7
"15817",65817,2
"15818",65818,2
"15819",65819,8
"15820",65820,7
"15821",65821,6
"15822",65822,4
"15823",65823,7
"15824",65824,2
"15825",65825,4
"15826",65826,5
"15827",65827,7
"15828",65828,1
"15829",65829,7
"15830",65830,2
"15831",65831,2
"15832",65832,6
"15833",65833,5
"15834",65834,4
"15835",65835,5
"15836",65836,4
"15837",65837,6
"15838",65838,3
"15839",65839,2
"15840",65840,5
"15841",65841,5
"15842",65842,2
"15843",65843,2
"15844",65844,6
"15845",65845,8
"15846",65846,8
"15847",65847,6
"15848",65848,7
"15849",65849,6
"15850",65850,7
"15851",65851,6
"15852",65852,2
"15853",65853,3
"15854",65854,3
"15855",65855,3
"15856",65856,6
"15857",65857,3
"15858",65858,2
"15859",65859,2
"15860",65860,6
"15861",65861,3
"15862",65862,6
"15863",65863,2
"15864",65864,7
"15865",65865,7
"15866",65866,6
"15867",65867,2
"15868",65868,2
"15869",65869,7
"15870",65870,7
"15871",65871,2
"15872",65872,2
"15873",65873,7
"15874",65874,2
"15875",65875,2
"15876",65876,7
"15877",65877,1
"15878",65878,1
"15879",65879,2
"15880",65880,3
"15881",65881,7
"15882",65882,2
"15883",65883,2
"15884",65884,6
"15885",65885,2
"15886",65886,7
"15887",65887,5
"15888",65888,3
"15889",65889,2
"15890",65890,7
"15891",65891,2
"15892",65892,2
"15893",65893,7
"15894",65894,5
"15895",65895,2
"15896",65896,2
"15897",65897,1
"15898",65898,5
"15899",65899,1
"15900",65900,2
"15901",65901,3
"15902",65902,5
"15903",65903,7
"15904",65904,2
"15905",65905,7
"15906",65906,4
"15907",65907,7
"15908",65908,8
"15909",65909,6
"15910",65910,5
"15911",65911,2
"15912",65912,3
"15913",65913,7
"15914",65914,2
"15915",65915,6
"15916",65916,2
"15917",65917,7
"15918",65918,6
"15919",65919,6
"15920",65920,3
"15921",65921,7
"15922",65922,8
"15923",65923,6
"15924",65924,2
"15925",65925,7
"15926",65926,3
"15927",65927,1
"15928",65928,2
"15929",65929,7
"15930",65930,5
"15931",65931,1
"15932",65932,1
"15933",65933,2
"15934",65934,7
"15935",65935,6
"15936",65936,7
"15937",65937,7
"15938",65938,3
"15939",65939,7
"15940",65940,6
"15941",65941,7
"15942",65942,7
"15943",65943,2
"15944",65944,3
"15945",65945,6
"15946",65946,2
"15947",65947,4
"15948",65948,2
"15949",65949,1
"15950",65950,1
"15951",65951,1
"15952",65952,3
"15953",65953,2
"15954",65954,2
"15955",65955,2
"15956",65956,1
"15957",65957,2
"15958",65958,2
"15959",65959,2
"15960",65960,2
"15961",65961,8
"15962",65962,2
"15963",65963,7
"15964",65964,7
"15965",65965,5
"15966",65966,4
"15967",65967,4
"15968",65968,6
"15969",65969,2
"15970",65970,2
"15971",65971,7
"15972",65972,3
"15973",65973,2
"15974",65974,1
"15975",65975,7
"15976",65976,1
"15977",65977,2
"15978",65978,2
"15979",65979,7
"15980",65980,3
"15981",65981,6
"15982",65982,2
"15983",65983,3
"15984",65984,3
"15985",65985,2
"15986",65986,4
"15987",65987,4
"15988",65988,3
"15989",65989,2
"15990",65990,6
"15991",65991,2
"15992",65992,3
"15993",65993,2
"15994",65994,7
"15995",65995,7
"15996",65996,1
"15997",65997,3
"15998",65998,2
"15999",65999,7
"16000",66000,2
"16001",66001,4
"16002",66002,2
"16003",66003,7
"16004",66004,6
"16005",66005,6
"16006",66006,2
"16007",66007,8
"16008",66008,1
"16009",66009,2
"16010",66010,6
"16011",66011,7
"16012",66012,8
"16013",66013,6
"16014",66014,2
"16015",66015,2
"16016",66016,2
"16017",66017,8
"16018",66018,2
"16019",66019,7
"16020",66020,2
"16021",66021,7
"16022",66022,3
"16023",66023,7
"16024",66024,7
"16025",66025,5
"16026",66026,3
"16027",66027,7
"16028",66028,1
"16029",66029,6
"16030",66030,5
"16031",66031,7
"16032",66032,4
"16033",66033,2
"16034",66034,7
"16035",66035,3
"16036",66036,3
"16037",66037,5
"16038",66038,4
"16039",66039,7
"16040",66040,7
"16041",66041,2
"16042",66042,6
"16043",66043,5
"16044",66044,2
"16045",66045,2
"16046",66046,2
"16047",66047,6
"16048",66048,7
"16049",66049,2
"16050",66050,2
"16051",66051,5
"16052",66052,2
"16053",66053,2
"16054",66054,2
"16055",66055,2
"16056",66056,2
"16057",66057,8
"16058",66058,1
"16059",66059,7
"16060",66060,4
"16061",66061,2
"16062",66062,2
"16063",66063,2
"16064",66064,2
"16065",66065,2
"16066",66066,2
"16067",66067,6
"16068",66068,2
"16069",66069,7
"16070",66070,3
"16071",66071,4
"16072",66072,7
"16073",66073,2
"16074",66074,8
"16075",66075,7
"16076",66076,1
"16077",66077,2
"16078",66078,3
"16079",66079,1
"16080",66080,2
"16081",66081,7
"16082",66082,8
"16083",66083,5
"16084",66084,7
"16085",66085,2
"16086",66086,4
"16087",66087,2
"16088",66088,7
"16089",66089,3
"16090",66090,7
"16091",66091,2
"16092",66092,7
"16093",66093,2
"16094",66094,7
"16095",66095,5
"16096",66096,2
"16097",66097,7
"16098",66098,3
"16099",66099,3
"16100",66100,7
"16101",66101,2
"16102",66102,3
"16103",66103,7
"16104",66104,6
"16105",66105,7
"16106",66106,2
"16107",66107,3
"16108",66108,7
"16109",66109,3
"16110",66110,5
"16111",66111,5
"16112",66112,2
"16113",66113,2
"16114",66114,8
"16115",66115,2
"16116",66116,3
"16117",66117,2
"16118",66118,2
"16119",66119,2
"16120",66120,7
"16121",66121,2
"16122",66122,7
"16123",66123,4
"16124",66124,2
"16125",66125,4
"16126",66126,3
"16127",66127,7
"16128",66128,7
"16129",66129,2
"16130",66130,3
"16131",66131,6
"16132",66132,1
"16133",66133,3
"16134",66134,6
"16135",66135,3
"16136",66136,2
"16137",66137,3
"16138",66138,2
"16139",66139,2
"16140",66140,2
"16141",66141,2
"16142",66142,3
"16143",66143,8
"16144",66144,2
"16145",66145,7
"16146",66146,6
"16147",66147,8
"16148",66148,7
"16149",66149,6
"16150",66150,2
"16151",66151,6
"16152",66152,2
"16153",66153,2
"16154",66154,2
"16155",66155,7
"16156",66156,7
"16157",66157,7
"16158",66158,5
"16159",66159,8
"16160",66160,3
"16161",66161,7
"16162",66162,4
"16163",66163,2
"16164",66164,2
"16165",66165,6
"16166",66166,7
"16167",66167,2
"16168",66168,8
"16169",66169,5
"16170",66170,4
"16171",66171,7
"16172",66172,2
"16173",66173,7
"16174",66174,7
"16175",66175,7
"16176",66176,5
"16177",66177,4
"16178",66178,5
"16179",66179,2
"16180",66180,7
"16181",66181,4
"16182",66182,1
"16183",66183,7
"16184",66184,7
"16185",66185,7
"16186",66186,4
"16187",66187,2
"16188",66188,8
"16189",66189,2
"16190",66190,3
"16191",66191,6
"16192",66192,6
"16193",66193,4
"16194",66194,7
"16195",66195,5
"16196",66196,7
"16197",66197,6
"16198",66198,2
"16199",66199,7
"16200",66200,7
"16201",66201,2
"16202",66202,2
"16203",66203,1
"16204",66204,2
"16205",66205,1
"16206",66206,3
"16207",66207,4
"16208",66208,7
"16209",66209,7
"16210",66210,2
"16211",66211,7
"16212",66212,7
"16213",66213,2
"16214",66214,2
"16215",66215,3
"16216",66216,7
"16217",66217,2
"16218",66218,7
"16219",66219,2
"16220",66220,7
"16221",66221,2
"16222",66222,2
"16223",66223,7
"16224",66224,8
"16225",66225,2
"16226",66226,7
"16227",66227,6
"16228",66228,2
"16229",66229,7
"16230",66230,5
"16231",66231,8
"16232",66232,7
"16233",66233,6
"16234",66234,4
"16235",66235,3
"16236",66236,5
"16237",66237,1
"16238",66238,2
"16239",66239,2
"16240",66240,2
"16241",66241,7
"16242",66242,2
"16243",66243,2
"16244",66244,4
"16245",66245,5
"16246",66246,2
"16247",66247,5
"16248",66248,7
"16249",66249,2
"16250",66250,7
"16251",66251,7
"16252",66252,7
"16253",66253,6
"16254",66254,7
"16255",66255,7
"16256",66256,2
"16257",66257,4
"16258",66258,2
"16259",66259,6
"16260",66260,1
"16261",66261,4
"16262",66262,7
"16263",66263,4
"16264",66264,7
"16265",66265,3
"16266",66266,2
"16267",66267,3
"16268",66268,3
"16269",66269,4
"16270",66270,4
"16271",66271,2
"16272",66272,7
"16273",66273,7
"16274",66274,5
"16275",66275,6
"16276",66276,2
"16277",66277,2
"16278",66278,2
"16279",66279,2
"16280",66280,2
"16281",66281,2
"16282",66282,1
"16283",66283,8
"16284",66284,7
"16285",66285,7
"16286",66286,2
"16287",66287,4
"16288",66288,7
"16289",66289,3
"16290",66290,3
"16291",66291,6
"16292",66292,8
"16293",66293,3
"16294",66294,5
"16295",66295,1
"16296",66296,7
"16297",66297,7
"16298",66298,3
"16299",66299,2
"16300",66300,5
"16301",66301,7
"16302",66302,2
"16303",66303,6
"16304",66304,3
"16305",66305,2
"16306",66306,2
"16307",66307,3
"16308",66308,2
"16309",66309,2
"16310",66310,2
"16311",66311,6
"16312",66312,7
"16313",66313,2
"16314",66314,8
"16315",66315,7
"16316",66316,7
"16317",66317,4
"16318",66318,1
"16319",66319,2
"16320",66320,5
"16321",66321,2
"16322",66322,7
"16323",66323,6
"16324",66324,2
"16325",66325,2
"16326",66326,4
"16327",66327,4
"16328",66328,4
"16329",66329,7
"16330",66330,2
"16331",66331,2
"16332",66332,4
"16333",66333,6
"16334",66334,7
"16335",66335,6
"16336",66336,3
"16337",66337,4
"16338",66338,5
"16339",66339,4
"16340",66340,6
"16341",66341,6
"16342",66342,2
"16343",66343,2
"16344",66344,2
"16345",66345,2
"16346",66346,1
"16347",66347,3
"16348",66348,3
"16349",66349,2
"16350",66350,6
"16351",66351,3
"16352",66352,2
"16353",66353,3
"16354",66354,4
"16355",66355,7
"16356",66356,7
"16357",66357,3
"16358",66358,7
"16359",66359,6
"16360",66360,6
"16361",66361,1
"16362",66362,2
"16363",66363,4
"16364",66364,3
"16365",66365,2
"16366",66366,2
"16367",66367,2
"16368",66368,1
"16369",66369,3
"16370",66370,7
"16371",66371,7
"16372",66372,2
"16373",66373,4
"16374",66374,2
"16375",66375,7
"16376",66376,5
"16377",66377,2
"16378",66378,7
"16379",66379,6
"16380",66380,7
"16381",66381,3
"16382",66382,7
"16383",66383,2
"16384",66384,6
"16385",66385,2
"16386",66386,5
"16387",66387,7
"16388",66388,4
"16389",66389,5
"16390",66390,7
"16391",66391,1
"16392",66392,2
"16393",66393,2
"16394",66394,3
"16395",66395,2
"16396",66396,2
"16397",66397,4
"16398",66398,7
"16399",66399,4
"16400",66400,5
"16401",66401,7
"16402",66402,2
"16403",66403,4
"16404",66404,7
"16405",66405,4
"16406",66406,7
"16407",66407,8
"16408",66408,2
"16409",66409,4
"16410",66410,7
"16411",66411,1
"16412",66412,8
"16413",66413,7
"16414",66414,6
"16415",66415,4
"16416",66416,7
"16417",66417,6
"16418",66418,2
"16419",66419,4
"16420",66420,2
"16421",66421,2
"16422",66422,2
"16423",66423,2
"16424",66424,3
"16425",66425,3
"16426",66426,7
"16427",66427,2
"16428",66428,8
"16429",66429,6
"16430",66430,5
"16431",66431,2
"16432",66432,7
"16433",66433,3
"16434",66434,2
"16435",66435,7
"16436",66436,1
"16437",66437,2
"16438",66438,6
"16439",66439,2
"16440",66440,4
"16441",66441,7
"16442",66442,6
"16443",66443,1
"16444",66444,4
"16445",66445,4
"16446",66446,7
"16447",66447,2
"16448",66448,8
"16449",66449,6
"16450",66450,6
"16451",66451,2
"16452",66452,5
"16453",66453,8
"16454",66454,7
"16455",66455,1
"16456",66456,2
"16457",66457,1
"16458",66458,7
"16459",66459,5
"16460",66460,1
"16461",66461,3
"16462",66462,2
"16463",66463,8
"16464",66464,7
"16465",66465,2
"16466",66466,4
"16467",66467,4
"16468",66468,3
"16469",66469,7
"16470",66470,2
"16471",66471,3
"16472",66472,2
"16473",66473,2
"16474",66474,2
